,City,Cloudiness,Country Code,Date,Humidity,Lat,Lng,Max Temp (F),Wind Speed
374,Katobu,8,ID,1520913362,86,-4.94,122.53,86.13,3.38
375,Rey Bouba,0,CM,1520913363,67,8.67,14.18,65.7,3.04
376,Pringsewu,44,ID,1520913363,92,-5.36,104.98,78.84,2.93
377,Durban,0,ZA,1520913364,100,-29.86,31.03,73.62,2.15
378,Suntar,44,RU,1520913364,63,62.16,117.65,3.51,3.83
379,Pisco,0,PE,1520910000,77,-13.71,-76.2,69.8,3.36
380,Gaya,0,NE,1520913365,75,11.88,3.46,65.7,2.71
381,Gorontalo,20,ID,1520913365,70,0.54,123.06,85.32,2.37
382,Ulaangom,68,MN,1520913366,73,49.98,92.07,22.59,2.93
383,Ilhabela,100,BR,1520913366,100,-23.78,-45.36,76.14,7.96
384,Padang,88,ID,1520913367,100,-0.92,100.36,83.79,3.38
385,Nokia,90,FI,1520911200,96,61.48,23.51,32.0,2.24
386,Parga,20,GR,1520911200,87,39.28,20.4,57.2,10.29
387,Aklavik,20,CA,1520910000,71,68.22,-135.01,8.6,4.7
388,Baker City,1,US,1520909760,56,44.77,-117.83,51.8,8.05
389,Kargasok,68,RU,1520913369,66,59.06,80.87,-3.88,5.39
390,Vila Velha,40,BR,1520910000,83,-3.71,-38.6,82.4,3.36
391,Tateyama,0,JP,1520910000,20,36.66,137.31,68.0,9.17
392,Hervey Bay,80,AU,1520913370,97,-25.3,152.85,77.58,14.0
393,Yanji,24,CN,1520913370,66,42.89,129.5,55.53,3.38
394,Flinders,90,AU,1520910000,60,-34.58,150.85,68.0,8.05
395,Makakilo City,1,US,1520909820,68,21.35,-158.09,73.4,11.41
396,Nosy Varika,92,MG,1520913372,100,-20.58,48.53,74.7,5.39
397,Hanstholm,92,DK,1520913372,99,57.12,8.61,36.54,13.78
398,Porto Seguro,90,BR,1520910000,94,-16.44,-39.06,78.8,3.36
399,Teknaf,20,BD,1520913373,55,20.86,92.31,82.35,2.93
400,Vidim,36,RU,1520913373,69,56.41,103.11,6.48,4.83
401,Aksu,32,CN,1520913374,58,41.12,80.26,44.46,2.93
402,Muncie,1,US,1520912100,74,40.19,-85.39,30.2,13.22
403,Medina,12,BR,1520913281,90,-16.23,-41.48,70.83,5.17
404,Boali,76,CF,1520910000,88,4.81,18.11,77.0,4.7
405,Manokwari,24,ID,1520913375,100,-0.87,134.08,82.35,10.2
406,Orodara,0,BF,1520910000,65,10.98,-4.92,82.4,4.7
407,Limpapa,20,PH,1520910000,52,7.12,121.91,93.2,4.7
408,Benxi,0,CN,1520910000,50,41.29,123.76,57.2,13.42
409,Port Keats,32,AU,1520913378,84,-14.25,129.55,84.42,16.46
410,Basco,88,PH,1520913378,100,20.45,121.97,72.9,16.8
411,Mingshui,12,CN,1520913378,65,22.81,109.89,76.59,8.97
412,Bosaso,0,SO,1520913379,100,11.28,49.18,74.97,2.59
413,Ruteng,24,ID,1520913379,84,-8.61,120.46,82.26,1.59
414,Saint-Francois,40,GP,1520911800,78,16.25,-61.27,75.2,5.82
415,Sakaiminato,20,JP,1520910000,24,35.55,133.23,68.0,13.87
416,Ahipara,80,NZ,1520913381,81,-35.17,173.16,69.66,15.9
417,Moba,80,CD,1520913381,100,-7.04,29.77,63.99,0.69
418,Bar Harbor,75,US,1520909760,74,44.39,-68.2,33.8,8.05
419,Kholtoson,88,RU,1520913382,71,50.3,103.31,14.4,6.17
420,Acurenam,88,GQ,1520913383,97,1.03,10.65,69.93,2.37
421,Banepa,40,NP,1520911200,72,27.63,85.52,60.8,3.36
422,Shilong,0,CN,1520910000,73,23.11,113.84,73.4,6.71
423,Nelson Bay,75,AU,1520910000,73,-32.72,152.14,75.2,20.8
424,Vetlanda,92,SE,1520911200,100,57.43,15.09,35.6,6.93
425,Havoysund,88,NO,1520913386,100,71.0,24.66,27.72,15.23
426,Nabire,80,ID,1520913387,89,-3.36,135.5,76.5,2.48
427,Port Hedland,20,AU,1520910000,30,-20.31,118.58,98.6,13.87
428,Marawi,0,SD,1520913388,40,18.48,31.82,55.8,3.71
429,Coquimbo,0,CL,1520910000,87,-29.95,-71.34,57.2,2.24
430,Sanmenxia,0,CN,1520913391,67,34.77,111.19,66.6,3.38
431,Kuching,90,MY,1520910000,94,1.56,110.34,75.2,3.36
432,Sokolo,8,ML,1520913392,29,14.74,-6.12,73.35,10.65
433,Flin Flon,0,CA,1520913392,68,54.77,-101.88,27.0,8.19
434,Shingu,40,JP,1520910000,63,33.72,135.99,62.6,5.82
435,Riyadh,0,SA,1520910000,41,24.63,46.72,62.6,3.36
436,Deori Khas,0,IN,1520913394,40,23.39,79.03,77.4,4.16
437,Kirovskiy,92,RU,1520913394,94,45.09,133.51,45.27,5.95
438,Jijiang,0,CN,1520910000,44,29.8,120.61,75.2,4.47
439,Bilma,0,NE,1520913395,26,18.69,12.92,58.77,2.71
440,Kaiyuan,0,CN,1520913395,92,42.54,124.04,55.71,17.58
441,Moses Lake,1,US,1520913180,61,47.13,-119.28,51.8,9.17
442,Yeppoon,40,AU,1520910000,45,-23.13,150.74,86.0,12.75
443,Kailua,90,US,1520909820,68,21.39,-157.74,73.4,12.75
444,Maple Creek,0,CA,1520913397,83,49.91,-109.46,12.6,2.93
445,Rupert,1,US,1520909580,60,42.62,-113.68,44.6,5.82
446,Deputatskiy,12,RU,1520913398,49,69.3,139.9,-17.92,3.94
447,Balkanabat,44,TM,1520913399,84,39.51,54.36,26.82,2.37
448,Ixtapa,5,MX,1520909400,100,20.71,-105.21,71.6,1.14
449,Nyuksenitsa,92,RU,1520913400,92,60.41,44.24,18.81,15.79
450,Wlodawa,36,PL,1520910000,100,51.55,23.55,41.0,6.71
451,Dafeng,0,CN,1520913401,67,33.2,120.46,70.02,8.75
452,Evensk,8,RU,1520913402,100,61.92,159.24,-1.27,4.16
453,Seminole,1,US,1520912100,35,32.72,-102.64,42.8,3.36
454,Riacho de Santana,56,BR,1520913403,98,-13.61,-42.94,69.75,7.63
455,Nouakchott,44,MR,1520913403,77,18.08,-15.98,71.46,16.58
456,Bani,32,DO,1520913403,99,18.28,-70.33,78.84,6.73
457,Biltine,0,TD,1520913404,16,14.53,20.93,71.82,14.56
458,Bhatkal,12,IN,1520913404,96,13.97,74.57,83.88,4.83
459,Marsa Matruh,0,EG,1520910000,67,31.35,27.25,59.0,17.22
460,Parana,0,BR,1520910000,94,-7.52,-72.89,75.2,4.7
461,Mogzon,76,RU,1520913406,52,51.74,111.97,19.35,8.19
462,Mamallapuram,75,IN,1520910000,74,12.63,80.17,84.2,4.7
463,Ambilobe,32,MG,1520913407,95,-13.19,49.05,69.93,2.59
464,Mongo,80,TD,1520913408,60,12.18,18.69,69.75,1.92
465,Okha,76,RU,1520913408,97,53.59,142.95,17.55,5.06
466,Perth,0,AU,1520910000,27,-31.95,115.86,91.4,11.41
467,Macheng,0,CN,1520913409,57,31.18,115.03,71.01,6.29
468,Viesca,0,MX,1520913410,42,25.34,-102.81,55.98,2.93
469,El Real de Santa Maria,88,PA,1520913410,90,8.11,-77.73,77.67,2.04
470,Nuevo Progreso,92,MX,1520913411,98,17.14,-95.05,69.3,13.67
471,Miles City,1,US,1520909580,79,46.41,-105.84,24.8,4.7
472,Sangar,32,RU,1520913411,63,63.92,127.47,-3.79,2.93
473,Alofi,75,NU,1520910000,70,-19.06,-169.92,86.0,13.87
474,El Rosario,0,SV,1520913412,91,13.58,-88.08,68.4,1.7
475,Santana do Matos,48,BR,1520913413,82,-5.95,-36.65,74.43,5.73
476,Bogo,0,CM,1520913414,30,10.74,14.61,69.3,6.96
477,Nokaneng,0,BW,1520913414,69,-19.66,22.19,63.54,9.08
478,Pangnirtung,64,CA,1520913415,73,66.15,-65.72,0.45,1.92
479,Bafq,8,IR,1520913415,64,31.6,55.4,44.37,4.38
480,Marsh Harbour,0,BS,1520913416,100,26.54,-77.06,71.55,24.74
481,Porosozero,92,RU,1520913416,93,62.72,32.71,26.82,6.17
482,Oceanside,75,US,1520911440,82,33.2,-117.38,62.6,9.53
483,Pochutla,0,MX,1520913417,100,15.74,-96.47,79.65,11.54
484,Sungaipenuh,64,ID,1520913418,87,-2.08,101.38,72.45,2.15
485,Hamilton,90,BM,1520909700,94,32.3,-64.78,69.8,18.34
486,Moranbah,8,AU,1520913418,40,-22.0,148.04,87.75,15.79
487,Lambarene,100,GA,1520913419,99,-0.7,10.22,76.95,2.37
488,Russell,36,NZ,1520913419,65,-35.26,174.12,72.72,16.02
489,Sawtell,0,AU,1520910000,61,-30.38,153.1,78.8,10.29
490,Zhengjiatun,32,CN,1520913420,100,43.51,123.51,40.32,12.33
491,Merauke,48,ID,1520913421,100,-8.49,140.4,83.16,4.72
492,Petawawa,75,CA,1520910000,80,45.89,-77.27,30.2,2.24
493,Tautira,75,PF,1520911800,58,-17.73,-149.15,82.4,17.22
494,Podgornoye,20,RU,1520913423,53,57.79,82.64,-9.91,2.59
495,Valparaiso,0,CL,1520910000,68,-33.04,-71.63,66.2,5.82
496,Abu Dhabi,0,AE,1520910000,60,24.47,54.37,73.4,2.24
497,Gizo,68,SB,1520913425,100,-8.1,156.84,81.99,16.24
498,Vagur,92,FO,1520913426,100,61.47,-6.81,42.93,27.98
499,Andilamena,76,MG,1520913427,96,-17.01,48.57,66.96,9.98
